population2021,assault_rate2017,assault_rate2018,assault_rate2019,assault_rate2020,assault_rate2021,auto_theft_rate2017,auto_theft_rate2018,auto_theft_rate2019,auto_theft_rate2020,auto_theft_rate2021,break_and_enter_rate2017,break_and_enter_rate2018,break_and_enter_rate2019,break_and_enter_rate2020,break_and_enter_rate2021,robbery_rate2017,robbery_rate2018,robbery_rate2019,robbery_rate2020,robbery_rate2021,theft_over_rate2017,theft_over_rate2018,theft_over_rate2019,theft_over_rate2020,theft_over_rate2021,homicide_rate2017,homicide_rate2018,homicide_rate2019,homicide_rate2020,homicide_rate2021,shootings_rate2017,shootings_rate2018,shootings_rate2019,shootings_rate2020,shootings_rate2021,theftfrom_motor_vehicle_rate2017,theftfrom_motor_vehicle_rate2018,theftfrom_motor_vehicle_rate2019,theftfrom_motor_vehicle_rate2020,theftfrom_motor_vehicle_rate2021
8482,265.9253,300.2642,310.1515,367.6035,400.8488,108.7876,192.1691,119.289,130.4399,117.8967,120.8751,120.1057,178.9336,154.1563,70.73804,24.17503,12.01057,47.71561,11.85818,NA,NA,24.02114,11.9289,23.71635,11.78967,NA,NA,NA,NA,NA,12.08751,NA,35.78671,NA,NA,84.61259,288.2537,202.7914,189.7308,82.52770573
33975,2819.529,2562.042,2855.956,1573.651,1468.727,84.48027,144.0102,175.702,82.34218,123.6203,633.6021,569.3426,642.111,692.2842,441.5011,429.4414,425.3324,376.9607,243.9768,220.7505,168.9605,177.5009,233.2045,128.0878,108.9036,NA,13.3963,12.77833,3.04971,2.943340692,10.56003,20.09444,19.16749,15.24855,8.830022075,369.6012,499.012,667.6677,521.5004,247.2406181
23410,1062.558,898.6104,952.0084,1210.894,905.5959,150.5291,241.0906,334.7244,357.6661,281.9308,115.1105,131.504,165.1887,107.7308,119.607,234.6483,135.8874,213.0064,112.04,64.07518,75.26453,35.06773,39.12363,68.94769,38.44511,NA,NA,NA,12.92769,NA,53.12791,65.75198,26.08242,77.56615,55.53182401,203.657,254.241,286.9066,383.5215,281.9307988
59066,311.2188,363.2599,308.1992,238.5232,297.9718,46.58964,74.46828,118.6744,131.3606,193.0044,177.0406,138.0388,157.6421,131.3606,104.9673,98.77003,121.6921,77.93542,67.40874,72.79992,33.54454,25.42819,49.59527,29.3833,32.1674,NA,NA,NA,1.728429,NA,1.863586,3.632599,3.542519,5.185287,1.693021366,122.9966,125.32470000000001,246.2051,288.6477,260.7252904
19999,416.5047,501.8888,561.8273,429.2065,410.0205,72.19415,59.36319,126.0173,224.8224,160.008,161.0485,188.8829,105.0144,117.5208,80.004,116.6213,161.8996,120.7666,127.74,150.0075,22.21358,32.37992,42.00578,45.98641,45.00225,5.553396,NA,NA,NA,NA,NA,NA,5.250722,5.109601,NA,255.4562,199.6762,283.539,378.1105,350.0175009
51666,403.1595,394.8807,375.3694,297.3026,303.8749,65.82195,123.5268,175.7048,124.0402,212.906,146.0424,164.0274,117.8021,74.81788,90.96892,88.44825,68.851,75.87254,78.75566,40.64569,22.6263,32.40047,25.95639,19.68892,23.22611,8.227744,NA,NA,1.968892,5.806526536,12.34162,6.075088,9.983228,9.844458,17.41957961,269.4586,216.6781,173.7082,253.987,162.582743
36234,801.5101,736.5163,787.0004,581.4604,585.0858,145.2011,223.5341,243.4605,240.4115,209.7478,98.73675,77.3772,99.08278,50.31868,44.15742,206.1856,177.681,167.0253,86.65996,135.2321,2.904022,8.597466,25.47843,22.36386,8.279516,NA,8.597466,8.492809,5.590965,NA,17.42413,42.98733,33.97124,44.72772,24.83854943,194.5695,226.3999,311.403,268.3663,229.0666225
12828,850.9942,881.5204,1126.918,1098.38,943.2491,57.27845,137.4848,175.8312,118.5302,38.97724,474.5929,331.5811,887.1483,561.0431,545.6813,368.2186,274.9697,135.8696,126.4322,85.74992,57.27845,40.43672,31.96931,23.70605,54.56813,NA,NA,NA,7.902015,7.795447459,8.182636,24.26203,NA,7.902015,15.59089492,842.8115,873.4331,607.4169,410.9048,389.7723729
18262,246.4466,221.1637,320.009,228.1326,257.365,57.31316,73.72122,95.44128,105.72,202.6065,120.3576,204.1511,280.7096,211.44,180.7031,51.58184,45.36691,72.9845,89.02737,38.33096,22.92526,51.03777,16.84258,22.25684,16.42756,NA,NA,NA,NA,NA,NA,NA,5.614192,NA,NA,171.9395,181.4676,303.1664,294.9032,142.3721389
37857,410.4861,390.4969,412.4184,421.1048,586.4173,34.20717,53.65606,34.3682,68.80797,73.96254,189.6943,268.2803,340.818,434.8664,245.6613,40.42665,74.52231,68.7364,49.54174,55.47191,9.329228,23.84714,20.04811,30.27551,21.13215,NA,5.961785,5.728033,5.504638,2.641519402,NA,2.980892,2.864017,NA,2.641519402,90.18254,74.52231,117.4247,178.9007,103.0192567
8364,732.6462,762.5139,815.5812,675.7572,561.9321,74.50639,110.6875,85.20998,84.46965,59.78001,211.1015,332.0625,219.1114,325.8115,322.812,173.8483,172.1805,109.5557,48.26837,155.428,24.83546,12.29861,48.69142,60.33546,11.956,NA,NA,NA,NA,NA,12.41773,24.59722,24.34571,24.13419,11.95600191,211.1015,122.9861,267.8028,313.7444,143.472023
11141,796.8492,719.1625,534.1783,441.6404,448.7928,228.9797,527.9927,461.7474,396.575,368.01,119.0694,163.8598,126.7542,162.2352,260.2998,293.094,200.2731,208.239,126.183,89.75855,9.159186,27.30997,27.16161,9.013069,17.95171,9.159186,18.20665,18.10774,NA,NA,18.31837,27.30997,45.26935,9.013069,17.9517099,174.0246,327.7196,416.4781,387.562,493.6720223
23324,761.956,818.8015,817.9512,636.0332,788.887,112.0524,141.6305,87.48141,121.1492,167.2097,282.3719,349.6504,271.1924,263.9322,300.1201,170.3196,141.6305,118.0999,112.4957,128.6229,40.33885,35.40763,39.36663,21.63378,38.58686,NA,NA,NA,NA,8.574858515,8.964188,8.851908,8.748141,8.653513,8.574858515,295.8182,424.8916,293.0627,480.27,351.5691991
12689,824.2444,860.938,897.5499,717.7606,906.2968,108.2341,98.39291,185.9788,159.5023,118.2126,216.4682,172.1876,202.1509,326.9798,141.8551,199.8168,163.9882,137.4626,87.7263,118.2126,8.325702,8.199409,8.086036,39.87559,47.28505,NA,NA,NA,NA,NA,24.9771,8.199409,16.17207,31.90047,23.64252502,166.514,303.3781,331.5275,319.0047,189.1402002
15108,522.3008,563.9736,599.0845,340.1814,469.9497,123.7028,156.2818,87.50673,106.7236,66.1901,254.2781,312.5637,343.2956,320.1707,211.8083,82.46856,135.8973,94.23802,40.02134,59.57109,48.10666,67.94863,87.50673,26.6809,NA,NA,NA,NA,6.670224,6.619009796,NA,6.794863,NA,NA,19.85702939,536.0457,448.461,363.4895,266.809,145.6182155
38952,444.2372,383.1935,422.0193,397.3129,369.6858,120.657,53.97091,82.28049,115.0116,128.3631,180.9855,210.4865,180.4863,125.4672,94.9887,126.1414,62.06655,95.55154,23.52511,64.18156,27.42205,18.88982,13.27105,5.227801,12.83631,NA,2.698545,2.65421,2.613901,2.567262272,24.67985,8.095636,2.65421,15.6834,10.26904909,287.9315,151.1185,276.0378,224.7955,189.9774081
12568,484.1549,634.5396,676.8614,447.9557,453.5328,413.7324,574.5155,610.0109,480.5343,525.1432,272.8873,205.7966,192.1952,162.893,95.48058,202.4648,162.9223,75.20682,57.01254,31.82686,52.8169,34.29943,58.49419,81.44649,15.91343,NA,8.574859,8.356313,NA,15.91343094,17.60563,25.72458,25.06894,48.86789,15.91343094,308.0986,428.7429,250.6894,390.9431,381.9223425
8279,999.8766,698.872,1010.962,944.653,748.8827,86.40909,122.6091,133.9829,84.77655,96.63003,185.1623,294.2619,426.3094,605.5468,507.3076,111.0974,85.82639,133.9829,96.88749,157.0238,37.032470000000004,24.52182,73.0816,84.77655,24.15751,NA,NA,NA,NA,NA,24.68831,NA,12.18027,12.11094,12.07875347,320.948,257.4792,852.6188,375.439,410.6776181
24531,437.1159,328.0784,399.1093,397.3839,240.512,164.4594,221.5594,180.6495,285.6197,224.2061,168.7873,281.2101,176.4483,86.92773,89.68244,95.21336,72.43289,163.8449,62.09123,24.45885,17.31152,17.04303,12.60345,16.55766,12.22942,NA,4.260758,4.201151,NA,8.152949329,17.31152,25.56455,21.00576,28.97591,16.30589866,173.1152,293.9923,155.4426,182.1343,220.1296319
58833,724.3007,690.1055,752.587,600.5955,618.7004,85.84305,104.1336,106.2681,168.6486,180.171,152.0137,174.7326,174.21,111.8587,93.48495,223.5496,134.1382,116.7207,94.64971,52.69152,42.92152,24.70966,13.9368,25.81356,22.09644,NA,NA,NA,3.441808,3.3994526879999998,12.51878,21.17971,26.13149,25.81356,32.29480054,205.6656,262.9814,280.478,247.8102,237.9616882
8345,404.0157,486.9734,399.0809,373.0894,347.5135,12.2429,24.34867,96.74689,48.14057,107.849,122.429,170.4407,120.9336,144.4217,131.8155,73.4574,73.04602,36.28008,72.21085,23.96645,NA,36.52301,60.4668,12.03514,NA,12.2429,12.17434,12.09336,NA,NA,NA,12.17434,NA,NA,NA,208.1293,413.9274,423.2676,457.3354,383.4631516
25464,254.4083,251.4705,277.7548,282.2694,278.825,92.11334,38.3599,157.5325,112.9078,161.0116,175.454,213.1106,153.3869,120.9726,113.8863,35.0908,21.31106,62.1839,72.58357,15.70845,30.70445,29.83548,49.74712,48.38905,35.34401,NA,NA,NA,4.032421,NA,NA,4.262211,4.145593,4.032421,11.78133836,131.5905,127.8663,211.4253,233.8804,176.7200754
26646,213.2721,164.4077,223.6785,196.0407,153.8692,192.7652,200.4972,247.2236,303.671,382.7967,496.2677,405.0044,353.1766,242.168,116.3402,65.62218,52.12928,54.93859,65.34692,37.52908,49.21664,28.06961,70.63532,34.59542,15.01163,NA,NA,NA,NA,NA,NA,NA,11.77255,NA,7.505817008,356.8206,296.7359,466.978,426.6769,187.6454252
23965,475.5934,565.4316,628.637,547.3454,580.0125,216.1788,227.0293,161.4068,261.0416,196.1193,159.9723,102.8057,182.6445,155.7829,146.0463,203.2081,81.38788,38.22792,58.94489,66.76403,43.23576,64.25359,38.22792,16.8414,20.86376,NA,4.283573,4.247547,8.420698,4.1727519300000004,4.323576,21.41786,25.48528,21.05174,50.07302316,250.7674,321.2679,301.5758,277.883,175.2555811
11376,263.9326,313.1728,406.5041,420.3985,386.7792,40.60501,88.07986,103.9894,146.2256,342.827,690.2853,518.6925,501.0399,274.1729,167.0183,10.15125,NA,122.8966,73.11278,43.95218,50.75627,39.1466,28.36075,54.83458,8.790436,NA,NA,NA,NA,NA,10.15125,19.5733,28.36075,27.41729,NA,121.815,185.9464,236.3396,356.4248,105.4852321
29803,446.0335,439.7599,492.7296,333.2653,409.3548,99.11855,94.23426,75.80457,119.0233,110.7271,113.2783,202.4292,117.1525,102.02,104.0164,67.25902,122.1555,117.1525,78.21533,60.3966,35.39948,38.39174,48.23927,20.404,36.90903,NA,NA,NA,6.801333,NA,3.539948,3.490158,10.33699,NA,10.06610073,134.518,174.5079,237.7507,187.0367,211.3881153
20395,962.3519,839.3782,981.7386,1033.089,1014.955,227.3689,290.1554,239.0762,389.2798,289.2866,396.5736,196.8912,295.0303,119.7784,176.5139,243.2318,217.6166,137.3417,134.7507,122.5791,15.86294,41.45078,20.34691,49.90767,24.51581,5.287648,10.36269,10.17346,14.9723,4.90316254,42.30119,41.45078,76.30093,24.95383,34.32213778,438.8748,378.2383,361.1577,449.169,343.2213778
16865,138.8188,86.98354,159.0895,168.8273,195.6715,100.9591,198.8195,165.2083,180.8863,355.7664,296.5674,223.672,348.7732,349.7136,154.1654,31.54972,31.065550000000002,91.78242,72.35454,53.36496,12.61989,12.42622,48.95062,72.35454,11.85888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208.2282,167.754,336.5355,301.4772,160.094871
18994,617.9532,526.6835,533.4471,465.8056,652.8378,119.2541,257.9674,192.041,296.4218,247.4466,173.4605,177.3526,266.7236,174.6771,131.6205,102.9922,107.4864,101.355,84.69193,78.97231,37.94449,59.11753,64.01366,47.63921,26.3241,NA,NA,NA,NA,15.79446141,37.94449,16.12296,37.3413,NA,26.32410235,173.4605,247.2188,266.7236,317.5948,247.4465621
11737,617.0531,518.7477,523.1424,588.0318,826.4463,121.5408,100.1092,97.53503,207.5406,349.3227,252.4308,354.9326,257.1378,294.0159,127.801,121.5408,91.00837,266.0046,138.3604,8.520064,28.04787,27.30251,17.73364,34.59011,25.56019,NA,NA,NA,NA,8.520064752,28.04787,NA,NA,NA,25.56019426,402.0194,145.6134,390.1401,363.1961,332.2825253
48174,605.5704,584.3414,708.9783,492.1343,475.3601,122.4258,131.5307,163.9379,138.8071,130.7759,74.32994,137.9994,93.67881,52.57845,68.50168,137.729,109.9683,91.54974,50.47531,83.03234,15.30322,34.49986,19.16158,12.61883,6.227426,4.372349,2.156241,2.129064,2.103138,6.227425582,21.86175,23.71865,27.67783,31.54707,20.75808527,203.3142,146.6244,170.3251,193.4887,103.7904264
12994,660.9705,858.9152,628.9308,614.4035,631.0605,72.54554,127.2467,31.44654,147.7679,153.9172,201.5154,365.8343,345.912,435.5265,223.1799,72.54554,143.1525,227.9874,147.7679,30.78344,24.18185,55.67043,55.03145,31.10904,23.08758,NA,7.952919,7.861635,7.777259,NA,24.18185,15.90584,NA,23.33178,15.39171926,266.0003,318.1168,283.0189,334.4221,184.7006311
11019,189.6633,299.4012,258.9955,274.0477,299.4827,75.86534,121.6317,231.246,164.4286,108.9028,94.83167,65.49401,138.7476,91.34923,90.75233,18.96634,56.13773,36.99935,18.26985,9.075233,18.96634,37.42515,27.74951,18.26985,27.2257,NA,NA,NA,NA,NA,9.483168,18.71257,NA,9.134923,18.15046737,56.89901,308.7575,166.4971,283.1826,172.4294401
11297,211.106,209.3383,135.6116,376.8168,221.2977,82.6067,172.9316,81.36697,260.183,194.742,119.3208,227.5416,226.0193,107.6619,79.66717,82.6067,36.40666,117.5301,143.5493,61.96335,9.178522,18.20333,27.12232,62.8028,NA,NA,NA,NA,NA,NA,NA,9.101665,18.08155,NA,NA,284.5342,200.2366,162.7339,143.5493,203.5938745
27319,167.3152,118.6648,177.1913,144.9221,186.6833,120.6226,91.86954,116.8709,111.4786,157.3996,167.3152,237.3297,248.8219,92.89881,62.22775,19.45525,34.45108,30.16023,22.29572,25.62319,23.3463,11.48369,18.85014,3.715953,7.320912,NA,NA,NA,NA,NA,NA,3.827898,NA,7.431905,3.660456093,120.6226,156.9438,150.8011,78.035,102.4927706
16023,223.7725,136.4434,243.9807,272.9985,255.8822,177.7017,253.3948,115.5698,146.0225,268.3642,190.8648,84.46495,147.6725,120.6273,124.8206,39.48927,12.99461,44.94382,76.18564,49.92823,39.48927,25.98921,25.68218,6.348803,6.241028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250.0987,253.3948,359.5506,292.045,168.5077701
13484,537.7639,519.1536,710.6442,697.8685,496.8852,16.05265,94.39157,92.69273,136.5395,207.6535,192.6318,196.6491,316.7001,257.9079,229.9021,96.31592,235.9789,92.69273,75.85527,29.66479,32.1053,39.32982,69.51955,53.09869,14.83239,NA,7.865964,7.724394,NA,NA,NA,NA,7.724394,7.585527,NA,200.6582,180.9172,347.5977,333.7632,163.1563334
19075,861.9743,711.0677,970.0933,556.7634,429.882,65.88338,65.13597,42.87705,169.6803,167.7589,87.84451,103.132,91.11373,95.44514,83.87943,104.3154,75.99197,91.11373,37.11756,31.45478,10.98056,10.856,21.43852,10.60502,5.242464,NA,5.427998,5.359631,5.3025080000000004,NA,5.490282,10.856,10.71926,37.11756,15.72739187,197.6502,184.5519,182.2275,143.1677,110.0917431
24517,1998.819,2442.04,2746.497,3162.518,2569.646,95.39817,234.0473,189.1172,167.329,203.9401,604.1884,600.5741,1010.058,845.0115,628.1356,422.4776,697.7258,597.4383,548.0025,367.0922,90.8554,158.9755,107.4529,62.74838,69.33965,18.17108,13.24796,12.89435,8.36645,4.078802464,36.34216,39.74387,12.89435,20.91613,12.23640739,785.8992,1064.253,954.1821,702.7819,513.9291104
18062,529.3552,499.9118,483.2863,450.9329,581.331,102.2618,70.57578,63.2875,152.1898,38.7554,240.616,329.3536,333.6977,304.3797,221.4594,78.2002,70.57578,51.78068,50.72995,55.36485,12.0308,64.69447,51.78068,33.81997,38.7554,NA,NA,NA,NA,NA,NA,5.881315,11.50682,NA,5.536485439,264.6776,182.3208,235.8898,236.7398,143.9486214
13589,588.73,688.2469,666.6168,519.1338,566.6348,38.22922,90.75783,59.9206,81.57816,88.30672,229.3753,181.5157,247.1725,252.1507,235.4846,129.9794,181.5157,74.90076,51.91338,66.23004,22.93753,52.94207,29.9603,29.66479,14.71779,NA,NA,NA,NA,NA,NA,NA,14.98015,NA,NA,290.5421,605.0522,501.8351,400.4746,250.2023696
18054,473.7653,471.3413,463.9175,321.2715,470.8098,65.14272,75.64737,154.6392,219.8174,232.6354,331.6357,372.4178,303.551,214.181,149.5513,100.6751,34.91417,63.00114,84.54515,44.31151,41.45446,23.27611,51.54639,56.36343,44.31151,NA,NA,NA,NA,NA,NA,NA,NA,5.636343,NA,219.1164,197.847,320.7331,253.6354,182.7849784
29625,298.3894,261.7801,351.4021,294.8639,219.4093,222.8933,318.3812,302.6929,240.0055,256.5401,406.241,424.5083,459.2582,205.719,300.4219,111.4466,70.75138,135.6899,116.5741,57.38396,71.90106,63.67624,80.02227,41.1438,27.00422,NA,3.537569,3.479229,NA,3.375527426,NA,7.075138,3.479229,3.42865,13.5021097,269.629,275.9304,302.6929,288.0066,232.9113924
17053,328.7271,277.6269,304.8963,243.2368,152.4658,103.4882,78.45978,143.4806,172.0456,82.09699,66.96293,199.1671,71.7403,112.7195,99.6892,36.52523,60.35367,101.6321,59.32606,46.91257,24.35015,30.17684,23.91343,35.59563,35.18443,NA,NA,NA,5.932606,NA,6.087539,6.035367,NA,11.86521,NA,158.276,175.0257,275.0045,278.8325,410.4849587
16404,357.7107,479.6474,438.6523,536.2599,359.6684,86.11552,136.1161,57.21551,162.1251,79.24896,251.7223,194.4516,311.5067,280.6011,195.0744,112.6126,129.6344,69.93007,118.476,30.48037,26.49709,19.44516,NA,6.23558,12.19215,NA,6.481721,6.357279,6.23558,NA,NA,6.481721,6.357279,12.47116,12.19214826,185.4796,278.714,241.5766,212.0097,85.3450378
19155,215.8846,200.5795,174.959,161.0565,266.249,22.72469,228.4377,169.4915,230.8477,443.7484,159.0728,189.4361,246.0361,209.3735,219.2639,68.17407,44.57321,10.93494,37.57986,15.66171,22.72469,16.71495,38.27228,37.57986,15.66171,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.220569042,255.6528,161.5779,251.5036,230.8477,208.8227617
15608,516.8132,603.0883,530.2783,563.1797,442.081,93.96604,251.8391,137.4795,252.4599,192.2091,208.0677,218.7024,320.7856,297.7732,256.2788,154.3728,165.6836,196.3993,64.7333,102.5115,26.84744,26.50938,39.27987,51.78664,25.62788,6.71186,NA,NA,NA,6.406970784,33.5593,13.25469,13.09329,6.47333,NA,234.9151,218.7024,229.1326,427.2398,390.8252178
39901,943.2915,1317.997,853.6166,738.2741,937.3199,110.9755,59.53992,163.8521,134.2317,137.8412,160.9144,135.318,211.4221,136.813,135.335,63.8109,78.48444,44.92719,28.39516,32.58064,38.84142,32.47632,50.21274,49.04618,32.58064,2.774387,2.70636,2.642776,2.581378,NA,2.774387,2.70636,7.928328,5.162756,7.518608556,216.4022,151.5562,245.7782,193.6033,137.8411569
